name,address,suburb,state,postcode,type,places,rating,qa1,qa2,qa3,qa4,qa5,qa6,qa7,start_time,end_time,latitude,longitude
Kindalin Early Childhood Learning Centre - Cherrybrook Shops,"Cherrybrook Shopping Village, 41-65 Shepherds Drive",CHERRYBROOK,NSW,2126,LDC,48,M,X,M,M,M,M,X,M,07:30,18:00,-33.72099451,151.04379836
Kindalin Early Childhood Learning Centre - Frenchs Forest,Level 1 18 Aquatic Drive,FRENCHS FOREST,NSW,2086,LDC,100,M,M,M,M,M,M,M,M,07:00,18:30,-33.7545019,151.2354721
Kindalin Early Childhood Learning Centre - Glenhaven,1 Glenhaven Rd,GLENHAVEN,NSW,2156,LDC,100,X,X,X,X,M,X,X,M,07:00,18:30,-33.70481112,151.01104919
Kindalin Early Childhood Learning Centre - Kellyville,2 Olivia Close,KELLYVILLE,NSW,2155,LDC,90,W,M,W,M,M,M,M,M,07:00,18:30,-33.71314572,150.97538744
Kindalin Early Childhood Learning Centre - Kellyville Ridge,21 Conrad Road,KELLYVILLE RIDGE,NSW,2155,LDC,70,M,X,M,M,X,M,M,X,07:00,18:30,-33.71576433,150.91720684
Kindalin Early Childhood Learning Centre - Cherrybrook,2 Roslyn Place,CHERRYBROOK,NSW,2126,LDC,39,M,M,M,M,M,M,M,M,07:30,18:00,-33.72992948,151.03275589
Kindamindi Neighbourhood Children's Centre,1 Illawong Avenue,BONDI,NSW,2026,LDC,32,M,M,M,M,M,M,M,M,08:00,18:00,-33.8966185,151.26779551
Kindamindi Pre-School,30-34 Campbell Street,INVERELL,NSW,2360,PKS,60,X,M,M,X,M,X,X,X,08:30,16:00,-29.77482775,151.1109607
Kindana Children's Centre,25A Moore St,ST CLAIR,NSW,2759,LDC,40,M,M,M,M,X,X,M,X,06:45,18:15,-33.79231728,150.7810188
Kindarama,Unit 8 30 Waratah Street,KIRRAWEE,NSW,2231,LDC,81,M,M,M,M,M,M,X,M,07:00,18:00,-34.02912823,151.07467668
Kids Cottage Early Years Learning Centre,44 Prince Street,OATLANDS,NSW,2117,LDC,42,X,X,X,M,M,M,X,X,07:30,17:30,-33.79919514,151.0248335
Bright Beginnings Learning Centre Bexley,8 Mimosa Street,BEXLEY,NSW,2207,LDC,57,M,M,M,M,M,M,M,M,07:00,18:00,-33.95480019,151.11802716
Kindercare Learning Centre,52 Power Street,DOONSIDE,NSW,2767,LDC,29,M,M,M,M,M,M,M,M,07:00,18:00,-33.75627685,150.87002849
Kinder-Kare Early Childhood Learning Centre,25 Fourth Avenue,MACQUARIE FIELDS,NSW,2564,LDC;OSHC_A;OSHC_B;OSHC_V,71,M,M,M,M,M,M,M,M,06:30,18:30,-33.99401132,150.89148156
Kinderoos,9A & 11 New Illawarra Road,BEXLEY NORTH,NSW,2207,LDC,89,M,M,M,M,M,M,M,M,07:30,18:00,-33.94424611,151.11380959
Kinderoos (Arncliffe),2 Dowling St,ARNCLIFFE,NSW,2205,LDC,45,M,M,M,M,M,X,X,X,07:30,18:00,-33.93689438,151.13865499
Kindi World Childcare & Education Centre,4 Mcculloch Road,BLACKTOWN,NSW,2148,LDC,38,M,M,M,M,M,M,M,M,07:00,18:00,-33.76363493,150.89245267
Kindikids Early Learning Centre 1,298-302 EDENSOR RD,EDENSOR PARK,NSW,2176,LDC,96,X,X,X,X,X,X,X,X,07:00,18:00,-33.87748862,150.87471056
Kindikids Early Learning Centre 3,33 Boomerang Road,EDENSOR PARK,NSW,2176,LDC,59,M,M,M,M,X,M,X,M,07:00,18:00,-33.88336509,150.88201831
Kindilan Early Childhood Centre Inc,Capel Street,TUNCURRY,NSW,2428,LDC,90,M,X,M,M,M,M,M,M,06:30,18:00,-32.17397042,152.49440358
KIDZSPOT EARLY LEARNING CENTRE LIMA,29 Dilga Crescent,ERSKINE PARK,NSW,2759,LDC,29,M,M,M,M,M,M,M,M,07:00,18:00,-33.80241153,150.80097919
KIDZSPOT EARLY LEARNING CENTRE DILGA,1 Dilga Crescent,ERSKINE PARK,NSW,2759,LDC,27,M,M,M,M,M,M,M,M,07:00,18:00,-33.80252528,150.79750441
Kindisaurus CCC,"Kindisaurus Child Care Centre, 25 Carinya Avenue",MASCOT,NSW,2020,LDC,26,M,M,M,M,M,M,M,M,07:15,18:00,-33.92338066,151.19350982
Little Puma Early Learning Centre,"Borec House, Level 3, Suite 3001, 23 Station Street",PENRITH,NSW,2750,LDC,39,M,M,M,M,M,M,M,M,07:00,18:00,-33.75106333,150.69217106
Kindy Academy,Rear of 38 Waterloo Rd,GREENACRE,NSW,2190,LDC,21,M,M,M,M,M,M,M,M,08:00,18:00,-33.91439999,151.0557395
Kindy Cove,48 Phoenix Street,LANE COVE,NSW,2066,LDC,60,M,M,M,X,M,M,M,M,07:30,18:00,-33.81533391,151.17389991
Kindy Fun Pty Ltd,29 Alexander Avenue,TAREN POINT,NSW,2229,LDC,38,M,M,M,M,M,M,M,M,07:00,18:00,-34.01931303,151.12398064
Kindy Kids Cromer,47-49 Elanora Rd,ELANORA HEIGHTS,NSW,2101,LDC,43,M,M,M,M,M,M,M,M,07:00,19:00,-33.70225588,151.2831511
Kindy Kingdom,22 Rosemont Street North,PUNCHBOWL,NSW,2196,LDC,29,M,M,M,M,M,M,M,M,07:00,17:30,-33.9236891,151.06052195
LEARNING CORNER ACADEMY,27 Haig Ave,GEORGES HALL,NSW,2198,LDC,34,M,X,M,M,M,M,X,M,07:30,17:30,-33.9139222,150.97884008
Little Seedlings Early Learning Centre Kanwal,163 Wallarah Road,GOROKAN,NSW,2263,LDC,32,M,M,M,M,M,M,M,M,06:30,18:00,-33.25449597,151.49804136
Kindy Korner Children Services - Farrell Street,30 Farrell Street,BALGOWNIE,NSW,2519,LDC,27,M,M,M,M,M,M,X,M,08:00,17:30,-34.38746279,150.87916014
Kindy Korner Childrens Services - John Street,1 John Street,BALGOWNIE,NSW,2519,LDC,28,X,X,X,X,M,X,X,X,08:00,17:30,-34.38724536,150.88071726
Kindy Patch Ashtonfield,17 Norfolk Street,ASHTONFIELD,NSW,2323,LDC,51,M,M,M,M,M,M,M,M,07:00,18:00,-32.77127387,151.60040043
Kindy Patch Bonnells Bay,208-210 Harbord Street,BONNELLS BAY,NSW,2264,LDC,59,M,M,M,M,M,M,M,M,07:00,18:00,-33.1080533,151.5143221
C&K Springfield Central Community Kindergarten,257 Grande Avenue ,SPRINGFIELD,QLD,4300,LDC;PKS,24,M,X,M,M,M,X,X,M,08:15,18:15,-27.69652863,152.90761499
C&K Walkervale Community Kindergarten,U 2  7 Brillante Cres,WALKERVALE,QLD,4670,PKS,24,X,X,X,X,X,X,X,X,08:30,14:38,-24.88615143,152.36032261
C&K Waratah Crescent Community Kindergarten,12 Waratah Crescent ,TANNUM SANDS,QLD,4680,PKS,24,X,M,X,X,M,X,X,M,08:30,14:38,-23.87737437,151.24550793
C&K Waterford Community Kindergarten,4 River Road,WATERFORD WEST,QLD,4133,PKS,24,M,M,M,M,M,M,M,M,08:20,14:28,-27.69397357,153.14369617
C&K Weir Community Kindergarten,592 Ross River Road,THURINGOWA,QLD,4817,LDC;PKS,48,M,M,M,M,M,M,M,M,08:00,18:00,-19.31435623,146.73653618
C&K Windaroo Community Kindergarten,310 Mount Warren Boulevard,MOUNT WARREN PARK,QLD,4207,PKS,24,M,M,M,M,M,M,M,M,07:45,15:27,-27.73243098,153.19821708
C&K Woodcrest Community Kindergarten,21 Nev Smith Drive,SPRINGFIELD,QLD,4300,PKS,24,X,X,X,X,X,X,X,X,08:15,14:23,-27.65788122,152.92067269
C&K Woodhill Community Kindergarten, 6029 Mt Lindesay Highway,WOODHILL VIA BEAUDESERT,QLD,4285,PKS,24,M,X,M,M,M,X,X,M,08:30,14:38,-27.8938453,152.97471979
C&K Woodridge North Community Kindergarten,15 Mawson Street,WOODRIDGE,QLD,4114,PKS,24,M,X,M,X,M,M,X,M,08:30,14:38,-27.63148159,153.1015037
C&K Yandina Community Kindergarten, 48 School Road,YANDINA,QLD,4561,PKS,24,X,X,X,X,X,X,X,X,08:30,14:38,-26.55257076,152.95941397
C&K Magnetic Island Early Childhood Centre,"25 Nelly Bay Road, Nelly Bay",MAGNETIC ISLAND,QLD,4819,PKS,24,M,M,M,M,M,M,M,M,08:00,14:08,-19.12077973,146.86158964
Lady Gowrie - Fahan Education and Care Service,"Fahan School, Fisher Avenue",SANDY BAY,TAS,7005,LDC;OSHC_A;OSHC_B;OSHC_V,25,M,M,M,X,M,M,X,M,08:00,18:00,-42.91291572,147.35374657
Elite Family Day Care,12 BARKER RD,CENTENNIAL PARK,WA,6330,FDC,,M,M,M,M,M,M,M,M,00:00,23:59,-35.01439799,117.87668446
Amaary Family Day Care,21 Clarendon Ave,CRAIGIEBURN,VIC,3064,FDC,,W,W,W,W,M,W,M,W,07:00,19:00,-37.58882304,144.91771384
Sparrow Early Learning Swanbourne,153 Claremont Crescent,SWANBOURNE,WA,6010,LDC;OSHC_A;OSHC_B;OSHC_V,50,M,M,M,M,M,M,M,M,07:00,18:00,-31.98322197,115.76757325
Canning Vale School of Early Learning,11/98 Waratah Blvd,CANNING VALE,WA,6155,LDC,59,M,M,M,M,M,M,M,M,06:30,18:00,-32.07392066,115.91277229
YMCA Emmaus South Plympton OSHC,7 Lynton Avenue,SOUTH PLYMPTON,SA,5038,OSHC_A,50,M,M,M,M,M,M,M,M,15:10,18:00,-34.97026529,138.5587357
Kutub Family Day Care Pty Ltd,U21 126 Racecourse Road,FLEMINGTON,VIC,3031,FDC,,M,M,M,M,M,M,M,M,,,-37.78691504,144.93718848
Hilaac Family Day Care,"THE BUSINESS BUILDING, UNIT 3 328 ALBANY HWY",VICTORIA PARK,WA,6100,FDC,,W,W,W,W,M,M,W,W,00:00,23:59,-31.9726353,115.89682667
SPARKLES OSHC AND VACATION CARE,Cnr Hares and Armstrong Road,WILSON,WA,6107,OSHC_A;OSHC_B;OSHC_V,39,X,X,M,X,M,X,X,M,07:00,18:00,-32.01298069,115.91728542
Bangor Before & After School Care Inc,"Bangor Public School, 27 Pyree St",BANGOR,NSW,2234,OSHC_A;OSHC_B,105,M,M,M,M,M,M,M,M,07:00,18:30,-34.02002051,151.0306981
Cottesloe Child Care Centre,330 Marmion Street,COTTESLOE,WA,6011,LDC,34,M,M,M,M,M,M,M,M,07:30,17:30,-31.98452503,115.76024251
Little Hearts Childcare Centre,131 Whitford Road,ELIZABETH SOUTH,SA,5112,LDC,40,M,M,M,M,M,M,M,M,07:00,18:00,-34.73033984,138.65833339
Campbell Town Early Learning Service,"Campbell Town Child Care Centre, 2 Hamilton St",CAMPBELL TOWN,TAS,7210,LDC;OSHC_B,38,M,M,M,M,M,M,M,M,07:30,18:00,-41.926485,147.490939
FSLA Revesby Preschool,112 Queen Street,REVESBY,NSW,2212,LDC,48,X,X,X,X,X,X,X,X,07:00,18:00,-33.94501498,151.0094498
Carey St Kindergarten,9 Carey St,ARARAT,VIC,3377,PKS,30,X,X,X,M,M,X,X,M,08:30,14:30,-37.28931195,142.92568016
Wallaby Childcare Epping,2 Shimmer St,EPPING,VIC,3076,LDC,159,X,X,M,M,X,X,X,X,06:30,18:30,-37.62685358,145.01101939
Ballarat Specialist School - Early Learning Centre,25 Gillies St North,LAKE GARDENS,VIC,3355,PKP,28,X,X,X,X,X,X,X,X,09:00,15:00,-37.55359438,143.8192099
325 Early Education Craigieburn,16 Bridgewater Road,CRAIGIEBURN,VIC,3064,LDC;OSHC_A;OSHC_B;OSHC_V,38,W,W,W,W,W,W,W,W,06:30,18:30,-37.59987413,144.92959946
Namadgi School - Preschool Unit,O'Halloran Circuit,KAMBAH,ACT,2902,PKP,75,M,M,M,M,M,M,M,M,09:00,15:00,-35.39256264,149.05801426
Kreation Kidz Early Learning,22 Melba Street,LALOR PARK,NSW,2147,LDC,30,M,M,M,M,M,M,M,M,07:00,18:00,-33.75621963,150.92750851
St Paul's College OSHC- Extend,792 Grand Junction Road,GILLES PLAINS,SA,5086,OSHC_A;OSHC_B;OSHC_V,45,M,M,M,M,M,M,M,M,07:00,18:00,-34.84723657,138.65498856
Wilderness School,30 Hawkers Road,MEDINDIE,SA,5081,PKP,68,M,M,M,M,M,M,M,M,08:30,15:25,-34.89853127,138.60834366
Annesley OSHC,28 Rose Terrace,WAYVILLE,SA,5034,OSHC_A;OSHC_B;OSHC_V,60,X,X,M,X,X,X,X,X,07:30,18:00,-34.94204647,138.59841729
Nundle Public School P & C,93-97 Jenkins St,NUNDLE,NSW,2340,OSHC_A;OSHC_V,25,M,M,M,M,M,M,M,M,09:00,18:00,-31.46005378,151.12747686
Mulberry Tree Out of School Hours Care - Leeming,"Leeming Primary School, 10 Meharry Road",LEEMING,WA,6149,OSHC_A;OSHC_B;OSHC_V,70,M,M,M,X,M,M,M,M,07:00,18:00,-32.07551115,115.86287787
Western Star Kids Family Day Care,2/31 Century Road,MALAGA,WA,6090,FDC,,W,W,M,M,M,M,M,W,00:00,23:59,-31.85698679,115.89580619
Nature Alliance Family Day Care Service,3B 18 Griffin Drive,DUNSBOROUGH,WA,6281,FDC,,M,M,M,M,M,M,M,M,00:00,23:59,-33.63245813,115.11510516
Community Vision Family Day Care Service,16 Clarke Cres,JOONDALUP,WA,6027,FDC,,M,M,M,M,M,M,M,M,08:30,17:00,-31.7479977,115.76669762
YMCA Sacred Heart OSHC,40 Mary Street,HIGHGATE,WA,6003,OSHC_A;OSHC_B;OSHC_V,39,M,M,M,M,M,M,M,M,08:30,18:00,-31.93732011,115.86821746
Nectar Family Day Care Service,U 5  176 Main St,OSBORNE PARK,WA,6017,FDC,,M,M,M,M,M,M,M,M,00:00,23:59,-31.89950509,115.82873949
Henley Beach Primary School Out of School Hours Care,38 Hazel Terrace,HENLEY BEACH SOUTH,SA,5022,OSHC_A;OSHC_B;OSHC_V,75,M,M,M,M,M,M,M,M,07:00,18:00,-34.92995751,138.49968039
Zig Zags OSHC Camboon,"Camboon Primary School, Forder Road",NORANDA,WA,6062,OSHC_A;OSHC_B;OSHC_V,55,W,W,W,M,M,W,W,W,06:30,18:00,-31.87912739,115.88964788
Lady Gowrie - Oatlands Education and Care Service,34 Wellington Street,OATLANDS,TAS,7120,LDC;OSHC_A,33,M,M,M,M,M,M,M,M,08:00,17:00,-42.30238201,147.37010123
Little Stars Preschool,102 Metella Road,TOONGABBIE,NSW,2146,LDC;OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,07:00,18:00,-33.79326681,150.93813511
Dallas Kindergarten @ Dallas Brooks Community Primary School,King St,DALLAS,VIC,3047,PKP,60,X,X,M,M,M,X,X,X,,,-37.67314726,144.94128916
Lake Windemere Children's Centre for Early Childhood Development and Parenting,17 Uraidla Avenue,SALISBURY NORTH,SA,5108,PKP,60,X,M,X,X,X,X,X,X,08:45,15:00,-34.74043135,138.61987502
Daws Road Early Learning Centre,157 Daws Road,ST MARYS,SA,5042,LDC,60,M,M,M,M,M,M,M,M,,,-34.99304304,138.5783116
ACT Family Day Care Service,"Charteris Park, U 4  15 Charteris Cres",CHIFLEY,ACT,2606,FDC,,M,M,M,M,M,M,M,M,09:00,17:30,-35.35393735,149.08137273
Aussie Kidz Family Day Care Service (Scheme),"134 High Rd, (enter from Valmae Road)",RIVERTON,WA,6148,FDC,,M,M,M,M,M,M,M,M,00:00,23:59,-32.03842019,115.87956812
Kidz Planet Family Day Care,9/980 Albany Highway,EAST VICTORIA PARK,WA,6101,FDC,,W,W,M,W,W,W,W,W,00:00,23:59,-31.99095933,115.90943986
Camp Australia - South Coogee Primary School OSHC,40 Ivanokovich Road,BEELIAR,WA,6164,OSHC_A;OSHC_B,70,M,M,M,M,M,M,M,M,07:00,18:00,-32.12961314,115.79733285
Meerilinga Early Learning Program Kingsley,48 Peregrine Drive,KINGSLEY,WA,6026,LDC,30,M,M,X,M,M,X,M,M,08:00,15:30,-31.81422689,115.79340925
Happy Haven OSHC Gawler & District College,53 Barnet Road,EVANSTON,SA,5116,OSHC_A;OSHC_B;OSHC_V,39,M,M,M,M,M,M,M,M,06:30,18:00,-34.61963765,138.73640389
Immanuel Primary School Early Learning Centre,24 Morphett Road,NOVAR GARDENS,SA,5040,LDC,126,X,X,X,X,X,X,X,X,07:30,18:00,-34.97289669,138.53680701
Tuart Forest OSHClub,Crystal Bend,DALYELLUP,WA,6230,OSHC_A;OSHC_B;OSHC_V,50,M,M,M,M,M,M,M,M,07:00,18:00,-33.39164859,115.63499249
Camp Australia - Booragoon Primary School OSHC,10 Clements Road,BOORAGOON,WA,6154,OSHC_A;OSHC_B;OSHC_V,50,M,M,M,M,M,M,M,M,07:00,18:00,-32.03553442,115.82645949
Applecross PS TheirCare,65 Kintail Road,APPLECROSS,WA,6153,OSHC_A;OSHC_B,50,M,M,M,M,M,M,M,M,06:30,18:00,-32.01084317,115.83959843
The Scots College Early Years Centre,2 Carlisle Street,ROSE BAY,NSW,2029,LDC,26,M,M,M,M,M,M,M,M,07:30,18:00,-33.87083458,151.27142186
St Michael's OSHClub,4 James Street,BASSENDEAN,WA,6054,OSHC_A,50,M,M,M,M,M,M,M,M,07:00,18:00,-31.90553167,115.94992354
Meerilinga Early Learning Program Cockburn,219 Winterfold Road,COOLBELLUP,WA,6163,LDC,30,M,M,M,M,M,M,M,M,08:30,15:30,-32.07500775,115.81153754
Our Lady Of Lourdes OSHClub,29 Marda Way,NOLLAMARA,WA,6061,OSHC_A;OSHC_B,38,M,M,M,M,M,M,M,M,07:00,18:00,-31.88782926,115.84885566
Somerly PS TheirCare,15 Somerly Drive,CLARKSON,WA,6030,OSHC_A;OSHC_B;OSHC_V,50,M,M,M,M,M,M,M,M,06:30,18:00,-31.68546042,115.7278577
YMCA Family Day Care Service,"Busselton Community Centre, 21 Cammilleri Street",BUSSELTON,WA,6280,FDC,,M,M,M,M,M,M,M,M,08:30,16:30,-33.65096354,115.34767173
Discovery Kids Holy Rosary,35 Williamstown Road,DOUBLEVIEW,WA,6018,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,07:00,18:00,-31.90928597,115.78750006
Eastern Region Family Day Care,33 Wellaton Street,MIDVALE,WA,6056,FDC,,M,M,M,M,M,M,M,M,07:30,17:30,-31.88843922,116.0208614
Cockburn Family Day Care Service,"Coolbellup Community Hub, 90 Cordelia Avenue",COOLBELLUP,WA,6163,FDC,,M,M,M,M,M,M,M,M,00:00,23:59,-32.08296129,115.80878879
YMCA Huntingdale OSHC,85 Matilda Street,HUNTINGDALE,WA,6110,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:30,18:15,-32.07763466,115.97170112
Camp Australia - Coogee Primary School OSHC,22 Mayor Road,COOGEE,WA,6166,OSHC_A;OSHC_B;OSHC_V,70,W,W,M,M,W,W,W,W,07:00,18:00,-32.12709325,115.77182432
Camp Australia - Pearsall Primary School OSHC,Willespie Drive,PEARSALL,WA,6065,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:30,18:00,-31.77816544,115.81045502
Emali Early Learning Centre - Broadview,611 Regency Road,BROADVIEW,SA,5083,LDC,70,X,M,M,X,M,X,X,X,06:30,18:30,-34.87324768,138.61741189
Wanslea Regional Family Day Care,Unit 1/ 58 EGAN ST,KALGOORLIE,WA,6430,FDC,,M,M,M,M,M,M,M,M,07:30,16:30,-30.74583971,121.47573691
One Tree Woothoo-woothoong thoon Ninggoowoong Dawang Children's Service,Ironwood Drive,KUNUNURRA,WA,6743,LDC,40,M,M,M,M,M,M,M,M,07:30,16:30,-15.76768138,128.73926012
Anglicare at Franklin Early Childhood School,135 Oodgeroo Ave,FRANKLIN,ACT,2913,LDC;OSHC_A;OSHC_B;OSHC_V,270,W,W,W,M,M,M,M,M,07:30,18:00,-35.19671952,149.14539996
Landsdale Early Learning and Enrichment,215 Landsdale Road,LANDSDALE,WA,6065,LDC;OSHC_A;OSHC_B;OSHC_V,114,M,M,M,M,M,M,M,M,06:30,18:00,-31.81769469,115.8602399
Anzac Terrace OSHClub,176 Anzac Terrace,BASSENDEAN,WA,6054,OSHC_A;OSHC_B;OSHC_V,70,M,M,M,M,M,M,M,M,07:00,18:00,-31.89719243,115.93725311
Illawarra PS TheirCare,Illawarra Crescent N,BALLAJURA,WA,6066,OSHC_A;OSHC_B;OSHC_V,90,M,M,M,M,M,M,M,M,06:30,18:00,-31.82602638,115.87717928
Bridgetown Stepping Stones,145 Roe Street,BRIDGETOWN,WA,6255,LDC,19,W,M,W,M,M,W,X,W,06:30,18:00,-33.95741641,116.13971626
Goodstart Early Learning Barton,2-4 National Circuit,BARTON,ACT,2600,LDC,88,M,M,M,M,M,M,M,M,07:30,18:00,-35.30570707,149.13327384
Fun-A-Rama Halls Head,"1 WAXFLOWER VSTA, Frederick Irwin Anglican School",HALLS HEAD,WA,6210,OSHC_A;OSHC_B;OSHC_V,50,M,M,M,M,M,M,M,M,06:30,18:00,-32.56228263,115.68071738
Glory Family Day Care WA,U 2  2 Prindiville Dr,WANGARA,WA,6065,FDC,,M,M,M,M,M,M,M,M,00:00,23:59,-31.79181951,115.81377845
Step By Step Family Day Care,2/75 HONEYWELL BVD,MIRRABOOKA,WA,6061,FDC,,M,M,M,M,M,M,M,M,09:00,17:00,-31.85581803,115.86777297
Franklin School Preschool Unit,135 Oodgeroo Ave,FRANKLIN,ACT,2913,PKP,75,M,X,M,M,M,M,X,M,09:00,15:00,-35.19671952,149.14539996
Neville Bonner Primary School -  Preschool Unit,"Neville Bonner Primary School, 60 Mabo Bvd",BONNER,ACT,2914,PKP,110,X,X,X,X,X,X,X,X,09:00,15:00,-35.16164737,149.13983962
One Tree OSHC Kununurra,Corner of  Coolibah Drive and Ironwood Drive,KUNUNURRA,WA,6743,OSHC_A;OSHC_V,40,W,W,M,M,M,M,M,W,07:30,17:00,-15.77600396,128.73209816
Communities@Work Neville Bonner Out of School Hours Care,"Neville Bonner Primary School, 60 Mabo Bvd",BONNER,ACT,2914,OSHC_A;OSHC_B;OSHC_V,165,M,M,M,M,M,X,M,M,07:00,18:00,-35.16164737,149.13983962
Fun-A-Rama Meadow Springs,320 Oakmont Avenue,MEADOW SPRINGS,WA,6210,OSHC_A;OSHC_B;OSHC_V,39,M,M,M,M,M,M,M,M,06:30,18:00,-32.50105199,115.75749216
Mad Hatter House,24 Hastings Street,WAUCHOPE,NSW,2446,LDC,69,X,X,M,M,X,X,X,X,07:30,17:30,-31.45464249,152.73344118
Kidz Cottage,5 Medic Street,COLLIE,WA,6225,LDC;OSHC_A;OSHC_B;OSHC_V,19,M,M,M,M,M,M,M,M,06:45,17:45,-33.35684674,116.1545151
Zig Zags OSHC - Hawker Park,"Hawker Park Primary School, 47 Hawker Avenue",WARWICK,WA,6024,OSHC_A;OSHC_B,50,M,M,M,M,M,M,M,M,07:00,18:00,-31.84054204,115.79749286
My Little Star Early Learning Centre,3 Gari Pl,GIRALANG,ACT,2617,LDC,68,M,M,X,M,M,M,X,M,07:30,18:00,-35.21354457,149.09378745
Toys & Tots Pre School Pty Ltd,"Level 2, 34-38 Watkins Tench Parade",PEMULWUY,NSW,2145,LDC;PKS,43,M,M,M,M,M,M,M,M,07:00,18:00,-33.8227296,150.92755701
Learn and Play,12 Gladstone Street,BEXLEY,NSW,2207,LDC,46,W,W,W,W,W,M,M,W,07:30,18:00,-33.95174165,151.12899118
Advanced Kids Learning Centre,73 South Liverpool Road,HECKENBERG,NSW,2168,LDC,26,M,M,M,M,M,M,M,M,07:30,17:30,-33.91047448,150.88542272
Lindisfarne Early Learning Centre,Sunshine Avenue,TWEED HEADS SOUTH,NSW,2486,PKP,60,X,X,M,M,M,X,X,X,08:30,14:45,-28.19252145,153.53335417
Kids Academy Rivett,57 Bangalay Cres,RIVETT,ACT,2611,LDC,90,X,M,X,X,M,M,X,X,07:30,18:00,-35.34740773,149.03603182
Kids Academy Phillip,50 Launceston St,PHILLIP,ACT,2606,LDC,90,X,X,M,X,X,M,X,X,07:30,18:00,-35.33911154,149.09089255
Knox Children and Family Centre (Wantirna South),81 Argyle Way,WANTIRNA SOUTH,VIC,3152,LDC,190,X,X,X,X,X,X,X,X,07:00,18:00,-37.88237854,145.2299842
Seedlings & Co. Bellbird Park,3 Troost Cct,BELLBIRD PARK,QLD,4300,LDC,87,M,M,X,M,M,M,X,M,06:30,18:30,-27.6397287,152.8826244
Green Space Childcare,6-10 School Rd,BLI BLI,QLD,4560,LDC,120,M,M,M,M,M,M,M,M,06:00,18:30,-26.61562921,153.03016647
C&K Oxley Childcare Centre,128 Seventeen Mile Rock Road,OXLEY,QLD,4075,LDC,114,X,X,X,M,X,M,M,X,07:00,18:30,-27.55519676,152.96551861
St George Montessori Peakhurst West,45 Ogilvy St,PEAKHURST,NSW,2210,LDC,37,M,M,M,M,M,M,M,M,07:30,18:00,-33.96266393,151.04797331
Saddleworth OSHC,"Saddleworth Primary School, 7 Saddle Road",SADDLEWORTH,SA,5413,OSHC_A;OSHC_B;OSHC_V,20,W,W,W,W,W,W,W,W,15:00,18:00,-34.08067703,138.78319576
Cubby Care Early Learning Centre Allambie Lane,17 Allambie Lane,RASMUSSEN,QLD,4815,LDC,74,W,W,M,M,M,M,M,M,06:30,18:30,-19.36455,146.71879371
Milestones Early Learning Bundoora,18-22 Main Dr,BUNDOORA,VIC,3083,LDC;OSHC_A;OSHC_B;OSHC_V,120,M,M,M,M,M,M,M,M,06:30,18:30,-37.71375438,145.04768963
Amaroo Early Learning and Development Centre,4 Madden Street,SILKSTONE,QLD,4304,PKS,22,W,W,W,W,M,M,M,M,08:30,14:30,-27.62847508,152.78572028
Edge Early Learning Mt Barker - Grantchester Ave,2 GRANTCHESTER AVENUE,MT BARKER,SA,5251,LDC,105,M,M,M,M,M,M,M,M,06:30,18:30,-35.08441834,138.89112735
Marymede Early Learning Centre - South Morang,60 Williamsons Road,SOUTH MORANG,VIC,3752,LDC;OSHC_A;OSHC_B;OSHC_V;PKS,66,X,X,M,M,X,X,X,M,08:30,16:00,-37.6439921,145.08938723
Canopy Early Education Dakabin,205 Old Gympie Road,DAKABIN,QLD,4503,LDC;OSHC_A;OSHC_B;OSHC_V,99,M,M,M,M,M,M,M,M,06:30,18:30,-27.23312477,152.99245889
WA BRIGHT KIDS FAMILY DAY CARE,Unit 11 & 12 885 Albany Highway,EAST VICTORIA PARK,WA,6101,FDC,,W,W,M,M,M,M,M,W,00:00,23:59,-31.98147706,115.90145018
St Nicholas OOSH Abermain,"Holy Spirit Infants School, Church Street",ABERMAIN,NSW,2326,OSHC_A;OSHC_B;OSHC_V,45,M,M,M,M,M,M,M,M,06:30,18:00,-32.80462499,151.44504064
Lake Wangary Preschool,Third Street,WANGARY,SA,5607,PKP,22,M,X,M,M,M,X,X,M,08:30,15:10,-34.55112115,135.47989496
LEAD Childcare Mango Hill,12 Halpine Drive,MANGO HILL,QLD,4509,LDC;OSHC_A;OSHC_B;OSHC_V,230,W,W,M,M,M,W,X,X,06:30,18:30,-27.24361313,153.02550223
Guardian Childcare & Education Everton Hills,30 Chinook Street,EVERTON HILLS,QLD,4053,LDC,131,M,M,M,M,M,M,M,M,06:30,18:30,-27.38345809,152.98062947
Knox Children and Family Centre (Bayswater),41 Phyllis St,BAYSWATER,VIC,3153,LDC,138,X,X,M,X,X,X,X,X,07:00,18:00,-37.84795367,145.2526365
Greythorn Early Childhood Centre,2 Centre Way,BALWYN NORTH,VIC,3104,LDC;OSHC_V,91,X,M,X,M,X,X,X,X,07:00,18:30,-37.78387416,145.08448484
Explorers Early Learning - Surrey Hills,1 Stanley Terrace,SURREY HILLS,VIC,3127,LDC,112,W,M,M,W,M,M,M,W,06:30,18:30,-37.82414715,145.08657038
