name,address,suburb,state,postcode,type,places,rating,qa1,qa2,qa3,qa4,qa5,qa6,qa7,start_time,end_time,latitude,longitude
Poet's Corner Kindergarten,55 Morehead Street,REDFERN,NSW,2016,PKS,29,M,M,M,X,M,M,X,M,08:00,15:30,-33.89499549,151.20948968
"Little Pioneers Early Learning Centre Godwin St, Forster",47 Godwin Street,FORSTER,NSW,2428,LDC,27,M,M,M,M,M,M,M,M,08:00,18:00,-32.1937408,152.51526817
Ponyara Pre-School,"Ponyara Pre School, 7 Violet Street",ROSELANDS,NSW,2196,PKS,35,M,M,M,M,M,M,M,M,08:00,15:30,-33.93472184,151.0666503
Poppets Child Care Centre,18 Edensor Road,CABRAMATTA,NSW,2166,LDC;OSHC_V,38,M,M,M,M,M,M,M,M,07:00,18:00,-33.89242211,150.90723018
Milestones Early Learning South Tamworth,116-118 Kent Street,TAMWORTH,NSW,2340,LDC,60,M,M,M,M,M,M,X,M,07:00,18:00,-31.10290339,150.90348573
Masada Cottage Early Learning Centre,9-15 Link Road,ST IVES,NSW,2075,LDC,81,M,M,M,M,M,M,M,M,07:30,18:00,-33.72969437,151.16690875
Poppy's Early Learning Daycare,134 Nuwarra Rd,MOOREBANK,NSW,2170,LDC,32,M,M,M,M,M,M,M,M,07:00,18:00,-33.93657434,150.95331402
Poppy's Learning Day Care Centre,147 Nuwarra Road,MOOREBANK,NSW,2170,LDC,40,M,M,M,X,M,M,X,M,07:00,18:00,-33.93721373,150.95265065
Port Kembla Community Preschool,Corner Church Street and Military Road,PORT KEMBLA,NSW,2505,LDC,24,X,X,X,X,X,X,X,X,07:00,18:00,-34.48863585,150.91128622
Port Macquarie Community Preschool,41 Munster Street,PORT MACQUARIE,NSW,2444,PKS,60,X,X,X,M,X,X,X,X,08:15,15:45,-31.43358991,152.91207056
Port Macquarie Community Preschool Annex,3 Bagnoo Place,PORT MACQUARIE,NSW,2444,PKS,25,X,X,X,X,X,X,X,X,08:15,15:45,-31.44562229,152.90759002
Thrive Kids Family Day Care,116 ADELAIDE ST,RAYMOND TERRACE,NSW,2324,FDC,,M,M,M,M,M,M,M,M,09:00,16:30,-32.76243719,151.74557057
Portside Preschool & Long Day Care Centre,67B Owen Street,PORT MACQUARIE,NSW,2444,LDC,29,X,X,X,X,M,M,X,M,07:30,17:30,-31.4383524,152.91947494
Possum Magic Cottage,2 Heritage Drive,KANWAL,NSW,2259,LDC,24,M,M,M,X,M,M,X,M,08:00,17:30,-33.25514435,151.49235719
Spunky Monkeys Early Learning Centre - Bangor,3 Derribong Crescent,BANGOR,NSW,2234,LDC,39,M,M,M,M,M,M,M,M,07:00,18:00,-34.01874516,151.02746778
Possum Place Child Care Centre - New Lambton,Lookout Road,NEW LAMBTON HEIGHTS,NSW,2305,LDC,59,X,M,X,M,M,X,X,X,06:30,18:00,-32.91822485,151.69595191
Possum Early Childhood Centre,48-50 Oaklands Road,HAZELBROOK,NSW,2779,LDC;PKS,50,X,X,M,X,M,X,X,M,07:00,18:00,-33.71585595,150.45196886
Possums Corner Child Care Centre,708 Mowbray Road,LANE COVE,NSW,2066,LDC,64,X,X,X,X,X,X,X,X,07:00,18:00,-33.80554836,151.16203016
Possum's Den Coffs Harbour,8 Earl Street,COFFS HARBOUR,NSW,2450,LDC,25,X,X,X,X,X,X,X,X,08:00,18:00,-30.30038064,153.11669265
Possum's Patch Mount Victoria,"Mount Victoria Public School, 105-107 Great Western Highway",MOUNT VICTORIA,NSW,2786,LDC,24,M,M,M,M,M,M,M,M,07:00,18:00,-33.5913207,150.25387035
Possums' Place Kindergarten,31 Railway Street,WENTWORTHVILLE,NSW,2145,LDC,39,M,M,M,M,M,M,M,M,06:30,18:00,-33.80621114,150.97319358
Pottsville Community Pre-School,2-4 Centennial Drive,POTTSVILLE,NSW,2489,PKS,60,X,X,X,X,X,X,X,X,08:00,15:30,-28.37982454,153.56785678
Pottsville Gumnuts Early Learning and Preschool,8 Hampton Court,POTTSVILLE BEACH,NSW,2489,LDC;OSHC_A;OSHC_B,39,M,M,M,M,M,X,M,M,07:00,18:00,-28.39326944,153.56333582
Pow Place Community Child Care Centre,Barker Street,RANDWICK,NSW,2031,LDC,53,M,M,M,M,M,M,M,M,06:45,18:00,-33.92096707,151.23563991
Bright Future Child Care Centre,55 Power Street,DOONSIDE,NSW,2767,LDC;OSHC_A;OSHC_B;OSHC_V,29,M,M,M,M,M,M,M,M,07:00,18:00,-33.75578641,150.87033974
Possum Place Early Learning Centre,2 South Street,ALSTONVILLE,NSW,2477,LDC,40,M,M,M,M,M,M,M,M,06:30,18:30,-28.8394814,153.43954568
Milestones Early Learning Cootamundra,54 Centenary Avenue,COOTAMUNDRA,NSW,2590,LDC,50,M,M,M,M,M,M,M,M,06:30,18:30,-34.6475073,148.01794631
Aussie Kindies Early Learning Gilgandra,23 Barden Road,GILGANDRA,NSW,2827,LDC,49,M,M,M,M,M,M,M,M,06:30,18:30,-31.70746196,148.64641861
Aussie Kindies Early Learning Glen Innes,20 Oliver Street,GLEN INNES,NSW,2370,LDC,75,W,M,M,M,W,M,M,M,06:30,18:30,-29.74612143,151.73183344
Milestones Early Learning Moruya,30 Evans Street,MORUYA,NSW,2537,LDC,43,M,M,M,M,M,M,X,X,06:30,18:30,-35.9177026,150.07486504
"Stepping Stones Early Learning Centre, Kirrawee",176 Bath Road,KIRRAWEE,NSW,2232,LDC,39,X,X,X,X,M,X,X,M,07:00,18:00,-34.03623791,151.07575004
Early Education & Care Centre - Prestons,2 Box Road,PRESTONS,NSW,2170,LDC,40,X,X,X,X,X,X,X,X,07:00,18:00,-33.94640308,150.88993514
Pretty Beach Community Preschool,150 Heath Rd,PRETTY BEACH,NSW,2257,PKS,39,X,X,X,X,X,X,X,X,08:15,15:45,-33.52413559,151.35174865
Community Kids Lavington Early Education Centre,632 Prune Street,LAVINGTON,NSW,2641,LDC,69,M,M,M,M,M,M,M,M,06:45,18:00,-36.02979805,146.93705853
NORTH SHORE CHILDCARE CENTRE,39 Herbert St,ST LEONARDS,NSW,2065,LDC,15,M,M,M,M,M,M,M,M,08:00,18:00,-33.81610662,151.19213146
Puggles Child Care Centre,34 Lions Drive,MUDGEE,NSW,2850,LDC,46,M,M,M,M,M,M,M,M,07:45,17:45,-32.61404334,149.59502396
Pumpkin Long Day Care Centre,7 O'Connell Avenue,MATRAVILLE,NSW,2036,LDC,76,M,M,M,M,M,M,M,M,07:30,18:30,-33.9537255,151.23649596
Wiggles and Giggles Quakers Hill Childcare Centre,46 Lalor Road,QUAKERS HILL,NSW,2763,LDC,50,M,M,X,M,M,M,M,M,07:00,18:00,-33.72732544,150.89081046
Punchbowl Children's Centre,"Warren Reserve, 42 Urunga Parade",PUNCHBOWL,NSW,2196,LDC,50,X,X,X,M,M,X,X,X,07:00,18:00,-33.92464391,151.05692482
Punchbowl Public School Preschool,"Punchbowl Public School, 1333 Canterbury Rd",PUNCHBOWL,NSW,2196,PKP,40,X,X,X,X,X,X,X,X,09:00,15:00,-33.9305698,151.05594722
Punchinello Kindergarten,"Punchinello Kindergarten, 118 Wanganella Street",BALGOWLAH,NSW,2093,LDC,33,M,M,M,M,M,M,M,M,07:30,18:00,-33.79085164,151.25908206
Putney Playgrounds Kindergarten,6 Frances Road,PUTNEY,NSW,2112,LDC,39,M,M,M,M,M,M,M,M,08:00,18:00,-33.82583512,151.10872399
Pymble Turramurra Preschool,21 Handley Avenue,TURRAMURRA,NSW,2074,PKS,45,X,X,X,M,X,M,X,M,08:30,16:00,-33.72278864,151.14104695
Crestwood World of Learning,51-57 Hutchinson Circuit,QUEANBEYAN,NSW,2620,LDC,92,M,M,M,M,M,M,M,M,07:00,18:00,-35.34511865,149.21425065
QCE Child Care,23 Crimea Street,MITTAGONG,NSW,2575,LDC,55,M,M,M,M,M,M,M,M,07:00,06:00,-34.44095253,150.47376579
Quakers Hill Kindergarten and Child Care Centre,28 Douglas Road,QUAKERS HILL,NSW,2763,LDC,24,M,M,M,M,M,M,M,M,07:00,18:00,-33.72748639,150.88231562
Learning Blocks Child Care Centre - Sherridon Cres,81 Sherridon Crescent,QUAKERS HILL,NSW,2763,LDC,32,M,M,M,M,M,M,M,M,07:00,18:00,-33.73331013,150.89672783
Kids' Early Learning Blacktown City Quakers Hill preschool,7 Lalor Road,QUAKERS HILL,NSW,2763,PKS,40,M,M,M,M,M,M,M,M,08:30,15:00,-33.72541179,150.88572857
Queanbeyan-Palerang Family Day Care,257 Crawford St,QUEANBEYAN,NSW,2620,FDC,,M,M,X,M,M,M,M,X,08:30,17:00,-35.35473651,149.23420008
Quirindi Eastside Child Care Centre,East Street,QUIRINDI,NSW,2343,LDC,41,M,M,M,M,M,M,M,M,08:00,18:00,-31.50892585,150.69106289
Quirindi Pre-School,Lot 6 Allnut Street,QUIRINDI,NSW,2343,PKS,40,M,X,M,M,M,M,M,M,08:00,15:30,-31.49805487,150.68663563
FSLA Revesby ELC,44 Ely Street,REVESBY,NSW,2212,LDC,29,M,M,M,M,M,M,M,M,07:00,18:00,-33.94134623,151.01178133
Railway Parade Early Learning Centre,136 Railway Parade,GLENFIELD,NSW,2167,LDC;OSHC_A;OSHC_B,27,M,M,M,M,M,M,M,M,07:00,18:00,-33.97375963,150.89221059
Little Achievers @ Mt Druitt,5 O'Brien Street,MOUNT DRUITT,NSW,2770,LDC,56,W,W,W,M,M,W,W,W,06:30,18:00,-33.75789231,150.81955628
Rainbow Child Care Centre Narraweena,84 Mcintosh Road,NARRAWEENA,NSW,2099,LDC,39,M,M,M,M,M,M,M,M,07:30,18:00,-33.74914087,151.27186031
Rainbow Education & Care,4 John Sharpe Street,BALLINA,NSW,2478,LDC,74,X,X,X,X,M,M,X,X,07:15,17:45,-28.85087118,153.58237329
My Best Me Early Learning Academy,6-8 Bonanza Parade,SANS SOUCI,NSW,2219,LDC,89,M,M,M,M,M,M,M,M,07:00,19:00,-33.99149086,151.13349465
Rainbow Cottage Child Care Centre Dubbo,Mitchell Street,DUBBO,NSW,2830,LDC,58,X,X,M,X,X,X,M,M,08:00,18:00,-32.25565601,148.60347629
Rainbow Cottage Children's Centre,30 Trinity Drive,CAMBRIDGE GARDENS,NSW,2747,OSHC_A;OSHC_B;OSHC_V;PKS,70,M,X,M,M,M,M,M,M,06:30,18:00,-33.7361701,150.72208468
Little Adventurers Early Learning Centre Blacktown,105 Reservoir Road,BLACKTOWN,NSW,2148,LDC,48,M,M,M,M,M,M,M,M,07:30,18:00,-33.78542309,150.90025171
Little Scribblers Early Learning Centre Ashfield,181 Elizabeth St,ASHFIELD,NSW,2131,LDC,50,M,M,M,M,M,M,M,M,07:00,18:00,-33.88350676,151.11962292
Rainbow Haven Kindergarten,155 Glenhaven Road,GLENHAVEN,NSW,2156,LDC,88,M,M,M,M,M,M,M,M,07:00,18:00,-33.69170978,150.97046866
Rainbow Hut Early Learning Centre,3 Bredbo Street,PRESTONS,NSW,2170,LDC,26,M,M,M,M,M,M,M,M,07:00,18:00,-33.94340211,150.86389251
Rainbow Paradise Preschool Childhood Development & Education LDCC Pty Ltd,36 Tulloch Street,BLACKTOWN,NSW,2148,LDC,37,M,M,M,M,M,M,M,M,08:00,18:00,-33.75591278,150.88768803
Rainbow Playhouse Pre-school,6 Harper Close,TAHMOOR,NSW,2573,PKS,26,M,M,M,M,M,M,M,M,08:30,16:00,-34.22741446,150.5909857
Rainbow Pre-School - Broken Hill,2 Patton Lane,BROKEN HILL,NSW,2880,PKS,59,M,M,M,M,M,M,M,M,08:00,16:00,-31.98507242,141.45349856
Rainbow Street Child Care Centre,100 Rainbow Street,RANDWICK,NSW,2031,LDC,56,M,M,M,M,M,M,M,M,07:30,18:00,-33.92474403,151.23767106
Rainbow Village Child Care Centre,42 Weston Street,HARRIS PARK,NSW,2150,LDC,40,M,M,M,M,M,M,M,M,07:00,18:00,-33.82276044,151.01695896
Rainbows Early Learning Centre,23 Maitland Road,SINGLETON,NSW,2330,LDC,59,M,M,M,M,M,M,M,M,07:00,18:00,-32.57266482,151.18167652
Little Winners Smithfield,22 Gipps Street,SMITHFIELD,NSW,2164,LDC,23,M,M,M,M,M,M,M,M,07:30,18:30,-33.85655423,150.92085421
Rainforest Early Learning Centre,34 Endeavour St,RUSE,NSW,2560,LDC,23,X,X,X,X,M,X,X,M,07:00,18:00,-34.06694679,150.84773505
Randwick Open Care for Kids,30 Waratah Avenue,RANDWICK,NSW,2031,LDC,26,M,M,M,M,M,M,M,M,08:15,17:15,-33.91469084,151.23859248
Little Pioneers Early Learning Centre Rathmines,"Rathmines Pre School, 22 Overhill Road",RATHMINES,NSW,2283,LDC,39,W,M,M,M,W,M,M,M,07:00,18:00,-33.03680141,151.58702585
Rawson Road Long Day Pre-school,51 Rawson Road,GUILDFORD,NSW,2161,LDC,38,M,M,M,M,M,M,M,M,07:00,18:00,-33.86253016,151.00467983
Rayleigh Gardens Preschool Education Centre,"Rayleigh Gardens, 1 Illawarra Circuit",WORRIGEE,NSW,2540,LDC,29,M,M,M,M,M,M,M,M,07:30,17:30,-34.89194436,150.62778895
Raymond Terrace Community Pre-School,3 Sketchley Street,RAYMOND TERRACE,NSW,2324,LDC;PKS,60,M,M,M,M,M,M,M,M,08:00,16:00,-32.76842145,151.74051234
Raymond Terrace Early Education Centre,"Raymond Terrace Child Care, 88 Benjamin Lee Drive",RAYMOND TERRACE,NSW,2324,LDC,39,M,M,M,M,M,M,M,M,07:00,18:00,-32.76054697,151.77367308
Red Robin Kindergarten,19 Welby Street,EASTWOOD,NSW,2122,LDC,40,M,M,M,M,M,M,M,M,08:00,18:00,-33.7907084,151.09061778
Redhead Community Pre School,Cowlishaw Street,REDHEAD,NSW,2290,PKS,30,X,X,M,M,M,X,X,X,08:15,15:45,-33.0114576,151.72480153
Redlands House Cremorne,2 Allister Street,CREMORNE,NSW,2090,PKP,60,X,X,X,X,X,X,X,X,08:00,18:00,-33.83308795,151.22773684
North Harbour Children's Centre,1 Burton Street,BALGOWLAH,NSW,2093,PKS,40,M,M,M,M,M,M,M,M,08:15,15:45,-33.79762494,151.26504601
Redman House Early Childhood Learning Centre,10 Redman Road,DEE WHY,NSW,2099,LDC,49,M,M,M,M,M,M,M,M,08:00,18:00,-33.75380556,151.28290673
Reflections Kindergarten,447 North Liverpool Road,BONNYRIGG HEIGHTS,NSW,2177,LDC;OSHC_A;OSHC_B;OSHC_V;PKS,90,M,M,M,M,M,M,M,M,07:00,18:00,-33.89422748,150.85837514
Regand Park Early Childhood Education Centre,349 Macquarie Street,DUBBO,NSW,2830,LDC,87,X,X,X,X,X,X,X,X,07:30,18:00,-32.26564873,148.60274129
Regents Park Pre-School Long Day Care,52 Amy Street,REGENTS PARK,NSW,2143,LDC,28,M,M,M,M,M,M,M,M,07:00,17:30,-33.88438021,151.02731761
Reggio Emilia Early Learning Centre Parramatta,93 Gladstone St,NORTH PARRAMATTA,NSW,2151,LDC,56,M,M,M,M,M,M,M,M,07:00,18:30,-33.80239363,151.02046141
Revesby Heights Kindergarten,263-265 The River Rd,REVESBY,NSW,2212,LDC,61,M,M,M,M,M,M,M,M,07:30,18:00,-33.96229665,151.01639058
Uniting Early Learning Revesby,219 The River Road,REVESBY,NSW,2212,LDC,60,X,M,M,X,X,X,X,X,07:30,18:00,-33.95813024,151.01775265
Rhodes Childrens Centre,2 Mary St,RHODES,NSW,2138,LDC,59,M,M,M,M,M,M,M,M,07:30,18:00,-33.83081423,151.08647567
Only About Children Rhodes Corporate Park,1E Homebush Bay Drive,RHODES,NSW,2138,LDC,156,M,M,M,M,M,X,X,M,07:00,18:00,-33.83464135,151.08789962
Rhonda's Cottage,"37 - 39 Murdoch St,",CREMORNE,NSW,2090,LDC,69,M,M,M,M,M,M,M,M,07:00,18:00,-33.8344328,151.22691743
Richmond Hill Community Pre-School,"Roy Waddell Community Centre, Richmond Hill Road",RICHMOND HILL,NSW,2480,PKS,20,X,X,M,M,X,X,X,M,08:00,15:30,-28.78884662,153.34491377
Richmond Preschool Kindergarten,110 March Street,RICHMOND,NSW,2753,PKS,40,M,M,M,M,M,M,M,M,08:15,15:45,-33.5989737,150.75142396
RIDGE - EE - DIDGE  Childrens  CENTRE,17-23 Woodland Avenue,OXLEY PARK,NSW,2760,LDC,40,M,M,M,M,M,M,M,M,07:00,18:00,-33.77398838,150.79424313
Christian Elizabeth Early Learning Centre Pty Ltd,299 Whitford Road,GREEN VALLEY,NSW,2168,LDC,29,M,M,M,M,M,M,M,M,07:30,18:00,-33.90187164,150.87272401
River Heights Child Care,58 Fitzroy Street,GOULBURN,NSW,2580,LDC,38,M,M,M,M,M,M,M,M,08:00,18:00,-34.73748342,149.70835901
Being Ermington River Road,38A River Road,ERMINGTON,NSW,2115,LDC,39,M,M,M,M,M,M,M,M,07:00,18:00,-33.8191467,151.05256452
TG's Child Care - Riverbreeze,3 Riverbreeze Drive,WAUCHOPE,NSW,2446,LDC,48,X,X,X,X,X,X,X,X,06:30,18:30,-31.44793559,152.71469105
Community Kids Griffith Early Education Centre,42 Noorebar St,GRIFFITH,NSW,2680,LDC,90,M,M,M,M,M,M,M,M,06:30,18:30,-34.28370563,146.04244464
Journey Early Learning Centre Durack Heights,27 Packard Ave,DURACK,NT,0830,LDC,66,X,X,M,M,X,M,X,X,06:30,18:00,-12.47397634,130.97871809
Guardian Childcare & Education Thurgoona,66 Diamond Dr,THURGOONA,NSW,2640,LDC,100,M,M,M,M,M,M,M,M,06:30,18:30,-36.04464823,146.99712374
Camp Australia Gymea North Public School OSHC,23 Ruby Road,GYMEA,NSW,2227,OSHC_A;OSHC_B;OSHC_V,116,M,M,M,M,M,M,M,M,07:00,18:00,-34.02644356,151.08839055
Kids Academy OSHC - Mary's Mount Primary School,"Marys Mount Primary School, 47 Davies Cres",GOOSEBERRY HILL,WA,6076,OSHC_A;OSHC_B;OSHC_V,40,M,M,M,M,M,M,M,M,06:30,18:00,-31.96134486,116.04849625
Our Lady of Fatima Preschool & Long Day Care Caringbah,"Our Lady of Fatima Preschool & Long Day Caringbah, 389 Port Hacking Rd",CARINGBAH,NSW,2229,LDC,76,M,M,M,M,M,M,M,M,07:00,18:00,-34.04482204,151.12190998
Green Leaves Early Learning Mawson Cascades,92-94 Cascades Dr,MAWSON LAKES,SA,5095,LDC,108,M,M,M,M,M,M,M,M,06:30,18:30,-34.80182295,138.61026837
Toongabbie East Activity Centre,"Toongabbie East Public School, 2 Harris Rd",TOONGABBIE,NSW,2146,LDC;OSHC_A;OSHC_B;OSHC_V,51,W,M,W,W,M,M,M,M,07:00,18:00,-33.79727856,150.98020534
Kentish Early Learning Centre Big Rivers,"108 Casuarina ST, Katherine East",KATHERINE EAST,NT,0850,LDC,104,M,M,M,M,M,M,M,M,07:00,17:30,-14.46852003,132.29722919
Pitt Town Public School TheirCare,17 Buckingham St,PITT TOWN,NSW,2756,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:30,18:30,-33.58390105,150.85966389
Cattai Public School TheirCare,487 Cattai Rd,CATTAI,NSW,2756,OSHC_A;OSHC_B,30,M,M,M,M,M,M,M,M,06:30,18:30,-33.55870951,150.90715181
Little Locals Salisbury,126B Golda Avenue,SALISBURY,QLD,4107,LDC;OSHC_A;OSHC_B;OSHC_V,125,,,,,,,,,06:30,18:30,-27.55753766,153.03997307
Lighthouse Kindy,480 Norman Road,NORMAN GARDENS,QLD,4701,PKP,22,M,M,M,M,M,M,M,M,08:20,15:05,-23.338208,150.53842332
Little Locals Collingwood Park,7 John Drive,COLLINGWOOD PARK,QLD,4301,LDC;OSHC_A;OSHC_B;OSHC_V,120,M,M,M,M,M,M,M,M,06:30,18:30,-27.63244588,152.8562767
AMIGA Montessori Mt Waverley,2-6 Hardner Rd,MOUNT WAVERLEY,VIC,3149,LDC,102,M,M,M,M,M,M,M,M,06:30,18:30,-37.89475293,145.1257093
Little Chestnut Family Day Care Service,29 Glen Ebor Avenue,BLACKBURN,VIC,3130,FDC,,,,,,,,,,06:00,19:00,-37.82182503,145.16087465
Bendigo and District Aboriginal Cooperative Kindergarten,119 Prouses Rd,NORTH BENDIGO,VIC,3550,PKS,99,M,M,M,M,X,M,M,M,08:00,17:00,-36.728725,144.27932797
Strathfield Broughton Road Montessori Academy,50-52 Broughton Rd,STRATHFIELD,NSW,2135,LDC,47,M,M,M,M,M,M,M,M,07:30,18:00,-33.87023075,151.08081409
Green Leaves Early Learning Hyde Park,183-191 Charters Towers Road,HYDE PARK,QLD,4812,LDC,99,M,M,M,M,M,M,M,M,06:30,18:30,-19.28331146,146.79727097
"Ambrose School Age Care, St Canice's, Katoomba",156-158 Katoomba St,KATOOMBA,NSW,2780,OSHC_A,25,M,M,M,M,M,M,M,M,14:50,17:30,-33.71600044,150.3118534
Wonderschool (Monash) Pty Ltd,178 Clive Steele Ave,MONASH,ACT,2904,LDC,90,M,M,M,M,M,M,M,M,07:30,18:00,-35.42018814,149.08570692
St Joseph's Preschool - Port Lincoln,14 Mortlock Tce,PORT LINCOLN,SA,5606,PKP,38,M,M,M,M,M,M,M,M,08:30,15:30,-34.73115197,135.8560651
Genius Childcare - Reservoir,192-194 Albert St,RESERVOIR,VIC,3073,LDC,100,M,M,M,M,M,M,M,M,06:30,18:30,-37.73161326,145.02545457
The Family Tree Early Learning Centre - Baldivis,31 Ingram Rd,BALDIVIS,WA,6171,LDC,65,X,X,M,M,X,M,X,X,07:00,18:00,-32.3136842,115.81950143
Bayside Early Learning Centre and Kindergarten,132 Collins St,MENTONE,VIC,3194,LDC,40,M,M,M,M,X,M,X,M,06:00,18:00,-37.98068299,145.06802412
Helping Hands Woodford,"Woodford State School, 171-191 Archer St",WOODFORD,QLD,4514,OSHC_A;OSHC_B;OSHC_V,60,M,M,M,M,M,M,M,M,06:30,18:00,-26.96029256,152.78145435
METRO KIDS FAMILY DAY CARE,U 9  36 Rushton St,RUNCORN,QLD,4113,FDC,,,,,,,,,,06:00,18:00,-27.60444434,153.08216325
Mt Atkinson Children's and Community Centre,160 Clara Avenue,TRUGANINA,VIC,3029,PKS,132,M,M,M,M,M,M,M,M,08:30,17:00,-37.76535948,144.69095407
Acacia Park Early Learning Centre and Kindergarten,26 Union Rd,LANGWARRIN,VIC,3910,LDC,124,X,X,M,X,M,X,X,X,06:30,18:00,-38.15248924,145.19575494
The Grove Academy - Dapto 2,70-76 Marshall St,DAPTO,NSW,2530,LDC,90,M,M,M,M,M,M,M,M,07:00,18:00,-34.5001241,150.78823348
PINNACLE COLLEGE OSHC GOLDEN GROVE,"Pinnacle College, 150 Bicentennial Dr",GOLDEN GROVE,SA,5125,OSHC_A;OSHC_B,35,W,M,W,M,M,M,M,W,07:00,18:00,-34.78553024,138.71053536
River & Kin Early Learning Centre,133 Peter St,WAGGA WAGGA,NSW,2650,LDC,60,M,M,M,M,M,M,M,M,07:00,18:00,-35.110837,147.36925738
Leaps & Bounds Bunbury OSHC,"Picton Primary School, 125 Jeffrey Rd",GLEN IRIS,WA,6230,OSHC_A;OSHC_B;OSHC_V,37,M,M,M,M,M,M,M,M,06:15,18:00,-33.34079943,115.68832975
First Choice Early Education Centre,114 North Tce,MOUNT GAMBIER,SA,5290,LDC,96,M,M,M,M,M,M,M,M,06:00,18:00,-37.82878127,140.79976871
First Steps Early Learning Centres Agnes Water,2875 Round Hill Rd,AGNES WATER,QLD,4677,LDC,89,M,M,M,M,M,M,M,M,07:00,17:30,-24.21783479,151.89626835
Thornhill Park Children's and Community Centre,97-121 MURRAY RD,THORNHILL PARK,VIC,3335,PKS,132,M,M,M,M,M,M,X,M,08:30,16:30,-37.71526005,144.62927032
Big Childcare - Wellard Village Primary School OSHC,"22 Brentford Pde, Corner of Lambeth Cir and Brentford Parade",WELLARD,WA,6170,OSHC_A;OSHC_B;OSHC_V,100,M,M,M,M,M,M,M,M,06:30,18:00,-32.27029064,115.81959352
SCECS OSHC Sacred Heart Matraville,511 Bunnerong Rd,MATRAVILLE,NSW,2036,OSHC_A;OSHC_B;OSHC_V,90,M,M,M,M,M,M,M,M,07:00,18:00,-33.95865575,151.23232338
Singleton ELC,188 John St,SINGLETON,NSW,2330,LDC,86,M,M,M,M,M,M,M,M,07:00,18:00,-32.56175124,151.17024529
"Ambrose School Age Care, St Patrick's Parramatta",Villiers Street,PARRAMATTA,NSW,2150,OSHC_A;OSHC_B,100,M,M,M,M,M,M,M,M,06:30,18:00,-33.8068883,151.00408172
"Ambrose School Age Care, St Monica's Richmond",32 Francis St,RICHMOND,NSW,2753,OSHC_A;OSHC_B,59,M,M,M,M,M,M,M,M,07:00,18:00,-33.59572069,150.75264957
Djinda Dreaming Education,2 Flowerwood Way,HUNTINGDALE,WA,6110,LDC;OSHC_A;OSHC_B;OSHC_V,51,M,M,M,M,M,M,M,M,06:30,18:30,-32.07701628,115.96293967
Cranbourne Primary Out of School Hours Care,"Cranbourne Primary School, 42-58 Bakewell St",CRANBOURNE,VIC,3977,OSHC_A;OSHC_B;OSHC_V,45,M,M,M,M,X,M,X,M,06:45,18:00,-38.11219709,145.28782639
Wild Care Stanwell Park,"Stanwell Park Public School, 56 Stanwell Ave",STANWELL PARK,NSW,2508,OSHC_A;OSHC_B,50,M,M,M,M,M,M,M,M,07:00,17:45,-34.22885111,150.98414144
King's Outside School Hours Care St George,100-102 Arthur St,ST GEORGE,QLD,4487,OSHC_A;OSHC_B;OSHC_V,29,M,M,M,M,M,M,M,M,06:30,18:30,-28.04197841,148.58902774
FUTURE FOCUSED EARLY LEARNING,2 Heath St,AUBURN,NSW,2144,FDC,,,,,,,,,,07:00,19:30,-33.85732306,151.02120028
Great Beginnings Yanchep,121 Moorpark Avenue,YANCHEP,WA,6035,LDC,100,M,M,M,M,M,M,M,M,06:30,18:30,-31.53736052,115.64673163
Story House Early Learning Melton,23 - 25 O'Neills Road,MELTON,VIC,3337,LDC,88,M,M,M,M,M,M,M,M,06:30,18:30,-37.68118121,144.57746019
Grow Early Education Riverton,1-5 Merivale Avenue,JIMBOOMBA,QLD,4280,LDC,103,M,M,M,M,M,M,M,M,06:30,18:30,-27.82194488,153.00944004
Bridge St Kids Blakehurst,12 Resthaven Rd,SOUTH HURSTVILLE,NSW,2222,LDC,52,X,X,M,X,X,X,M,M,07:30,18:00,-33.98192951,151.10441772
Ferguson Park Pre School Banksia Campus,"Hurstbridge Preschool, 6-8 Graysharps Rd",HURSTBRIDGE,VIC,3099,PKS,33,X,X,X,X,X,X,X,X,08:00,12:00,-37.63806848,145.1924561
Montessori Minds Childcare Centre,"21-29, Princes Highway",NORLANE,VIC,3214,LDC;OSHC_V;PKS,127,M,M,M,M,M,M,M,M,07:00,18:00,-38.09610312,144.35520417
Little Angels Salisbury Early Learning Centre,241-245 Douglas Road,SALISBURY,QLD,4107,LDC,98,M,M,M,M,M,M,M,M,07:00,18:30,-27.55064282,153.03211866
Insight Early Learning Moama PTY LTD,44-48 Meninya St,MOAMA,NSW,2731,LDC,110,W,M,M,M,W,M,M,M,06:30,18:00,-36.1118617,144.75444041
Puggles Early Learning Centre,836-840 Mulgoa Rd,MULGOA,NSW,2745,LDC,59,M,M,M,M,M,M,M,M,08:20,16:30,-33.80678823,150.65621892
KU Birnbial Kindergarten,84 Holyoake Pde,MANOR LAKES,VIC,3024,PKS,99,,,,,,,,,08:00,17:30,-37.86642866,144.58289084
TeamKids - St Finbar's Primary,90 Centre Rd,BRIGHTON EAST,VIC,3187,OSHC_A;OSHC_B;OSHC_V,100,X,X,X,X,X,X,X,X,07:00,18:00,-37.91593713,145.01708253
"Ambrose School Age Care, St Mary MacKillop, South Penrith",150 Fragar Rd,SOUTH PENRITH,NSW,2750,OSHC_A;OSHC_B,90,M,M,M,M,M,M,M,M,06:30,18:00,-33.77866554,150.70673945
